name;instagram;Bundesland;Verband;Datum;Ort;Geschlecht;Alter;Squat;Bench;deadlift
Oliver Franz Ehrnsperger;None;BY;BVDK;03.08.2019;None;M;15;105;72,5;130
Fabian Grede;None;None;Germany-UA;21.12.2013;None;M;22;130;110;170
Sebastian Lösel;None;ST;BVDK;25.02.2017;None;M;18~;150;102,5;175
Shirley Zapf;None;None;BVDK;28.04.2019;None;W;;82,5;42,5;100
Krüger Detlef;None;BB;BVDK;19.09.2014;Deutschland;M;60;125;100;140
Moritz Harte;None;NI;BVDK;24.07.2021;None;M;18~;125;92,5;150
Frank Mucke;None;None;GRAWA;10.09.2011;Deutschland;M;;165;;250
Lukas Härtel;None;TH;BVDK;08.10.2016;None;M;23;150;97,5;155
Stephan Rodemeier;None;NI;BVDK;16.11.2019;None;M;28;150;105;155
Rika Kleinelsen;None;NRW;BVDK;25.04.2015;None;W;;102,5;60;95
Benjamin Knop;None;NRW;BVDK;05.05.2018;Deutschland;M;;130;90;185
Maike Schellert;None;HH;Germany-UA;01.09.2017;None;W;;77,5;50;95
Rudolf Pleithner;None;BY;BVDK;27.10.2018;Deutschland;M;56;100;102,5;110
Chantal Bolte;None;NI;BVDK;28.04.2018;Deutschland;W;16~;92,5;42,5;95
Jürgen Riedl;None;None;Germany-UA;01.12.2005;None;M;;120;80;160
Daniela Slopp;None;HH;Germany-UA;09.10.2016;None;W;;90;47,5;100
Adnan Chaudhry;None;HE;BVDK;02.11.2019;None;M;16;122,5;75;162,5
J. Triantafüllidis;None;None;Germany-UA;09.12.2006;None;M;;110;110;150
Simone Hobbie;None;NRW;WPC-Germany;04.09.2020;None;M;;115;60;135
Michelle Krauße;None;NRW;BVDK;16.04.2016;None;W;;67,5;50;105
Tobias Höcherl;None;None;GPU;31.07.2021;Deutschland;M;;120;87,5;142,5
Clarissa Konsdorf;None;NRW;BVDK;12.10.2019;Deutschland;W;22~;100;55;110
Payam Ghalehdar;None;NRW;BVDK;25.04.2015;None;M;;130;77,5;150
Janina Huber;None;None;BVDK;29.09.2021;None;W;29~;87,5;57,5;110
Marco Pieper;None;HE;Germany-UA;14.12.2019;None;M;28;135;80;160
Alexander von Berlepsch;None;TH;BVDK;30.05.2015;None;M;;120;77,5;150
Michael Kelka;None;NI;BVDK;01.06.2019;None;M;35~;120;80;165
Moritz Alber;None;ST;BVDK;17.10.2020;None;M;14~;117,5;75;140
Rüdiger Schneider;None;None;GDFPF;16.10.2021;Deutschland;M;62;105;90;160
Ronja Epping;None;HE;BVDK;20.05.2022;None;W;21~;80;40;105
Juan Carlos Birnbacher;None;HE;Germany-UA;17.12.2016;None;M;25;162,5;125;170
Philipp Zizow;None;NRW;BVDK;05.05.2018;Deutschland;M;;130;85;180
Theresa Linke;None;TH;BVDK;02.02.2019;None;W;24~;80;50;100
Sabrina Brandt;None;None;WUAP-Germany;06.05.2022;Deutschland;W;38;100;82,5;120
Bernd Bayer;None;None;WPF;19.05.2018;Deutschland;M;50;160;105;155
Tobias Pommeranz;None;BY;BVDK;20.10.2018;None;M;15~;110;87,5;175
Paul Scholz;None;ST;BVDK;17.10.2020;None;M;15;130;85;145
Calvin Cremer;None;NRW;BVDK;12.10.2019;Deutschland;M;15~;140;90;145
Jurgen Luxem;None;None;GDFPF;16.10.2021;Deutschland;M;50;90;95;160
Bernhardt Rogge;None;BB;BVDK;23.06.2018;Deutschland;M;64~;135;105;170
Michelle Herteux;None;None;BVDK;30.10.2021;None;W;27;85;50;105
Frank Wojhan;None;BB;BVDK;19.09.2014;None;M;50;140;110;150
Sandro Kofler;None;BY;BVDK;06.10.2018;None;M;25~;105;95;155
Lilly Hofstadt;None;None;GPU;01.02.2020;Deutschland;W;31;80;37,5;90
Alexandra Weiß;None;None;GRAWA;10.09.2011;None;W;;90;;120
Caroline Keulerz;None;NRW;BVDK;16.04.2016;None;W;19;80;45;90
Birgit Schell;None;BY;BVDK;14.12.2019;None;W;45;82,5;50;120
Linnéa Maier;None;None;Germany-UA;21.12.2013;None;W;15;100;40;117,5
Birgit Strehlow;None;NRW;BVDK;15.07.2022;None;W;60;80;47,5;95
Xaver Kennerknecht;None;BY;BVDK;12.05.2018;Deutschland;M;71;140;95;170
Svenja Boß;None;None;BVDK;21.08.2022;None;W;;90;57,5;100
Kathrin Böttcher;None;BB;BVDK;11.06.2016;None;W;32;90;60;100
Clemens Wüstemann;None;TH;BVDK;28.04.2018;None;M;16~;120;67,5;165
Pascal Klein;None;None;Germany-UA;01.12.2008;None;M;;130;115;150
Nana Schön;None;BB;BVDK;15.06.2019;None;W;44~;90;45;125
Louisa Warmerdam;None;BY;BVDK;12.05.2018;Deutschland;W;17~;70;45;112,5
Florian Brüninghaus;None;NRW;BVDK;09.12.2018;Deutschland;M;31;160;150;160
Christian Henneberger;None;BY;BVDK;14.12.2019;Deutschland;M;45~;70;95;170
Rüdiger Strehlow;None;NRW;BVDK;14.05.2011;None;M;;115;105;145
Jenny Markus;None;BB;BVDK;15.06.2019;None;W;13~;70;45;115
Jan Münzer;None;None;UPC-Germany;03.10.2015;None;M;;105;82,5;145
Anja Berndt;None;BB;BVDK;15.09.2012;None;W;29~;70;55;80
Ravi Rothermund;None;None;GPU;09.02.2019;Deutschland;M;23;120;100;120
Daniel Griep;None;MV;BVDK;21.09.2019;None;M;;100;100;185
Kerstin Roll;None;None;GPU;25.04.2015;None;W;43;100;65;115
Anne-Renske Nicolaij;None;NRW;BVDK;01.06.2019;Deutschland;W;25~;70;50;95
Tommy Wagler;None;SN;BVDK;24.11.2018;None;M;22~;97,5;77,5;152,5
Katharina Hertig;None;None;GDFPF;05.04.2015;None;W;24;92,5;50;105
Jerome Vego;None;NRW;BVDK;06.05.2017;Deutschland;M;;140;100;170
Vera Sonkina;None;BY;GDFPF;13.10.2018;None;W;23;70;45;80
Anna-Maria Weisbach;None;None;BVDK;12.10.2017;None;W;17~;100;55;120
Jan Schreiner;None;NRW;BVDK;05.05.2018;Deutschland;M;;125;82,5;145
Pascal Puchtler;None;BY;BVDK;23.12.2017;None;M;;150;90;180
Mona Heil;None;HE;Germany-UA;15.12.2018;None;W;25;80;47,5;110
Marcel Winkelmann;None;BB;BVDK;19.09.2014;None;M;17;102,5;80;142,5
Linda Streicher;None;NRW;BVDK;06.05.2017;Deutschland;W;;82,5;47,5;110
Tabea Leix;None;HE;Germany-UA;15.12.2018;None;W;18;90;45;105
Renée-Ann Puchalla;None;TH;BVDK;08.09.2018;None;W;28~;80;50;97,5
Sina Guttenberger;None;SN;UPC-Germany;08.03.2018;None;W;;90;55;107,5
Niclas Ringer;None;TH;BVDK;28.04.2018;None;M;17~;110;105;145
Dominic Fuchs;None;None;GDFPF;21.10.2017;None;M;23;105;75;140
Felix Eder;None;BY;BVDK;27.10.2018;None;M;23;115;85;147,5
Bastian Haspel;None;BY;GDFPF;13.10.2018;None;M;15;130;80;140
Enrico Thiele;None;None;GDFPF;16.10.2021;None;M;51;95;70;140
Leonid Kiselev;None;None;UPC-Germany;27.03.2015;None;M;;140;90;160
Manfred Werra;None;None;Germany-UA;15.12.2012;None;M;72;140;77,5;165
Vanessa von Ruskowsky;None;NRW;BVDK;01.06.2019;Deutschland;W;28~;70;52,5;115
Anita Riedl;None;None;WUAP-Germany;06.05.2022;Deutschland;W;57;100;60;122,5
Sandro Matschos;None;BB;BVDK;16.09.2016;Deutschland;M;37;130;100;180
Eugen Sudermann;None;NRW;BVDK;09.12.2018;None;M;39;140;130;180
Yuna Avetysyan;None;BB;BVDK;15.06.2019;None;W;21~;80;47,5;90
Onur Fakiroglu;None;NRW;BVDK;06.05.2017;Deutschland;M;;100;92,5;135
Dagmar McSwain;None;BY;BVDK;12.05.2018;Deutschland;W;73~;65;57,5;90
Lily Sabath;None;TH;BVDK;30.11.2019;None;W;17;65;47,5;107,5
Enrico Ergoi;None;NRW;BVDK;14.05.2011;None;M;18~;142,5;92,5;170
Hans-Jürgen Kaule;None;MOW;GPA;08.12.2016;Deutschland;M;62;;127,5;200
Bernd Apel;None;BY;GDFPF;07.09.2019;Deutschland;M;66;120;92,5;145
Rafaela Gaki;None;None;WPF;13.10.2016;Deutschland;W;19;80;40;85
Samira Ulrike Weckesser;None;BW;BVDK;18.12.2021;None;W;22~;90;45;105
Bastian Tautenhahn;None;SN;BVDK;24.11.2018;None;M;18;100;70;130
Frank Butze;None;None;GRAWA;24.09.2011;None;M;;;162,5;215
Oner Fakiroglu;None;NRW;BVDK;12.05.2012;None;M;22~;105;100;120
Carsten Hauschild;None;TH;BVDK;08.10.2016;None;M;56;140;105;130
Alexander Schwarz;None;SH;UPC-Germany;10.02.2018;None;M;;140;90;170
Josha Niazi;None;NRW;Germany-UA;09.11.2018;None;M;;145;40;180
Alexander Dietel;None;SN;BVDK;24.11.2018;None;M;17;140;80;170
Maximilian Schulz-Herberg;None;None;Germany-UA;15.12.2012;None;M;19;130;100;145
Theresa Linse;None;TH;BVDK;30.05.2015;None;W;;82,5;42,5;92,5
Jan Resimius;None;HH;Germany-UA;01.09.2017;None;M;;100;90;175
Nelli Sosnowski;None;None;GDFPF;21.10.2017;None;W;19;70;45;115
Rainer Bötel;None;None;BVDK;29.08.2021;None;M;40~;127,5;82,5;170
Charlyce Idler;None;None;GPU;01.02.2020;Deutschland;W;16;90;50;100
Andreas Hordan;None;None;GRAWA;10.09.2011;Deutschland;M;;180;;230
Christoph Konradi;None;BB;BVDK;16.09.2016;Deutschland;M;16;85;70;120
Milot Kornell;None;None;GPU;02.05.2022;Deutschland;M;18;130;95;155
Tiivola Nina-Maria;None;MOW;GPA;08.12.2016;Deutschland;W;38;;75;150
Mosallam Tawilah;None;ST;BVDK;17.10.2020;None;M;18~;100;80;130
Laura Heintz;None;NRW;BVDK;01.06.2019;None;W;22~;82,5;45;85
Nico Müller;None;None;GDFPF;05.04.2015;None;M;15;120;90;160
Konstantin Klammer;None;BW;BVDK;09.09.2018;None;M;17~;110;90;145
Miriam Dahlke;None;HE;BVDK;12.05.2018;Deutschland;W;18;80;42,5;82,5
Yvonne Unger;None;SN;BVDK;24.11.2018;None;W;47;65;40;90
Antonia Fehn;None;None;BVDK;08.02.2020;None;W;20;87,5;;142,5
Pascal Ziegler;None;TH;BVDK;11.05.2019;None;M;20~;100;65;145
Olga Kuroed;None;HE;BVDK;17.08.2019;None;W;34;70;45;80
Ekaterina Babikova;None;TH;BVDK;08.10.2016;Deutschland;W;22~;75;45;92,5
Lisa Löwen;None;None;BVDK;21.08.2022;None;W;;75;35;92,5
Nils Selzer;None;ST;BVDK;17.10.2020;None;M;16~;95;72,5;115
Bianca Hoffmann;None;HE;BVDK;20.05.2022;None;W;41~;85;52,5;115
Torben Jeske;None;ST;BVDK;17.10.2020;None;M;14~;110;77,5;122,5
Susan Reichelt;None;SN;BVDK;24.11.2018;None;W;42~;70;40;95
Holger Meissner;None;None;GPU;25.04.2017;None;M;34;100;82,5;120
Samantha Füßler;None;BB;BVDK;16.09.2016;Deutschland;W;14;100;52,5;115
Jonas Heuser;None;HE;Germany-UA;17.12.2016;None;M;23;130;130;170
Domenic Wannecke;None;TH;BVDK;08.10.2016;None;M;21~;115;90;150
Janina Klecker;None;None;GPU;02.05.2022;Deutschland;W;34;70;45;100
Thomas Zobjack;None;BB;BVDK;03.09.2011;None;M;41~;120;85;147,5
Thomas Gorczytza;None;NRW;BVDK;06.09.2014;None;M;48;125;102,5;160
Alexander Axt;None;NRW;BVDK;15.07.2022;None;M;67;100;65;130
Paul Kopp;None;None;UPC-Germany;03.10.2015;None;M;;120;75;125
Timothy Gehring;None;HE;Germany-UA;14.12.2019;None;M;23;105;85;155
Anne Sacher;None;None;BVDK;28.04.2019;None;W;;85;47,5;110
Rudolf Beckel;None;BB;BVDK;04.10.2013;None;M;15~;95;72,5;130
Antonia Kollmannsperger;None;HE;BVDK;17.08.2019;None;W;21;65;37,5;90
Ute Hänschke;None;None;BVDK;29.08.2021;Deutschland;W;39~;95;55;100
Christine Hottmann;None;None;Germany-UA;19.12.2015;None;W;27;70;37,5;85
Odwin Müller;None;None;BVDK;12.10.2017;None;M;15;107,5;75;132,5
Theresa Krauß;None;BY;BVDK;14.12.2019;None;W;24~;87,5;52,5;107,5
Ben Bieker;None;None;Germany-UA;09.12.2006;None;M;;120;80;120
Dennis Leister;None;None;Germany-UA;01.12.2007;None;M;;95;67,5;125
Johannes Mang;None;None;GRAWA;10.09.2011;None;M;;165;;200
Helga Mey;None;BB;BVDK;03.09.2011;None;W;30~;85;47,5;87,5
Luisa Voigt;None;SN;BVDK;28.04.2018;None;W;16~;80;45;105
Marvin Köthemann;None;NRW;BVDK;24.06.2022;None;M;26;117,5;77,5;165
Nicola Nenno;None;None;Germany-UA;17.12.2011;None;M;;107,5;70;125
Michael Hutscheinreiter;None;HE;BVDK;20.05.2022;None;M;33~;130;100;160
Manuela Nadler;None;BY;BVDK;14.05.2022;None;W;35~;72,5;40;120
Stefan Müller;None;NRW;BVDK;06.05.2017;Deutschland;M;63~;120;100;145
Jessica Gißler;None;None;WUAP-Germany;04.09.2021;None;W;17~;65;35;95
Sandra Markus;None;BB;BVDK;16.09.2016;Deutschland;W;39;90;55;95
Werner Wagner;None;BB;BVDK;16.09.2016;Deutschland;M;67;80;70;140
Marlene Paul;None;None;Germany-UA;01.12.2008;None;W;;65;52,5;85
Daniel Lange;None;BB;BVDK;04.10.2013;None;M;21;125;85;150
Knut Deeth;None;MV;BVDK;21.09.2019;Deutschland;M;;100;120;130
Ella Del;None;None;UPC-Germany;27.03.2015;Deutschland;W;16;75;45;95
Dennis Rexin;None;None;GRAWA;10.09.2011;None;M;;160;;200
Thomas Blank;None;None;BVDK;25.07.2021;None;M;28~;135;120;140
Kemal Sakinc;None;HE;BVDK;17.08.2019;None;M;53;92,5;95;100
Leon Helbig;None;BB;BVDK;04.05.2013;None;M;15;65;42,5;97,5
Andrej Statsenko;None;None;UPC-Germany;27.03.2015;None;M;;80;65;120
Peter Hornig;None;NE;XPC;19.10.2019;Deutschland;M;49;;137,5;195
Sophie Hoffmeyer;None;HE;Germany-UA;14.12.2019;None;W;22;65;45;90
Jessika Markus;None;TH;BVDK;23.04.2016;None;W;15;87,5;45;110
Jonah Muntus;None;BB;BVDK;23.06.2018;Deutschland;M;14;85;85;130
Sebastian Grasnick;None;BB;BVDK;15.06.2019;None;M;14~;127,5;77,5;145
Martin Diener;None;BB;BVDK;19.09.2014;None;M;21~;105;82,5;160
Jesko Timmers;None;NRW;BVDK;29.08.2015;None;M;22;142,5;;160
Dorothee Weißling;None;HE;BVDK;30.11.2013;None;W;43;77,5;40;87,5
Schnorr David;None;BB;BVDK;19.09.2014;None;M;15~;65;45;85
Annegret Steuck;None;None;BVDK;30.04.2021;None;W;33~;85;65;115
Nicole Bergmann;None;BB;BVDK;19.09.2014;None;W;16;70;35;90
Lene Meis;None;NRW;Germany-UA;09.11.2018;None;W;;72,5;42,5;100
Mandy Lipinski;None;MV;BVDK;08.09.2018;Deutschland;W;33~;65;55;85
Marleen Engler;None;None;BVDK;30.06.2018;None;W;25~;70;37,5;92,5
Ramona Stumpe;None;NRW;BVDK;27.08.2016;Deutschland;W;21~;80;45;100
Annette Reif;None;BY;BVDK;03.08.2019;None;W;45;50;60;115
Robert Stadler;None;NRW;BVDK;29.08.2015;None;M;28;125;77,5;150
Eugen Pabst;None;BB;BVDK;14.02.2015;None;M;21;110;110;110
Tobias Goßmann;None;ST;BVDK;02.11.2019;Deutschland;M;33~;70;90;140
Rebecca Paul;None;None;PAGermany;28.04.2017;Deutschland;W;18;75;45;100
Horst Reiterer;None;None;Germany-UA;19.12.2015;None;M;34;110;67,5;145
Torbern Jeske;None;ST;BVDK;01.02.2020;None;M;19;100;70;105
Kevin Engel;None;BB;BVDK;15.09.2012;None;M;15~;130;75;150
Richard Renje;None;BW;BVDK;18.12.2021;None;M;18~;115;65;140
Tobias Ohl;None;None;BVDK;30.04.2021;None;M;32~;125;85;145
Susanne Wischnewski;None;NRW;BVDK;05.05.2018;Deutschland;W;60;60;42,5;92,5
Michelle Wagner;None;NRW;BVDK;13.07.2013;None;W;14;72,5;47,5;107,5
Tabea Wieland;None;BW;BVDK;18.12.2021;None;W;16~;67,5;47,5;75
Jessica Markus;None;BB;BVDK;16.09.2016;Deutschland;W;16;85;45;110
Wolfgang Hökendorf;None;None;WUAP;15.10.2018;Deutschland;M;72;100;72,5;115
Robert Leu;None;None;BVDK;29.08.2021;None;M;42~;100;102,5;160
Dennis Skornjakov;None;NI;BVDK;22.08.2015;None;M;18;95;92,5;120
Kevin Kozma;None;None;BVDK;28.04.2019;None;M;;130;95;150
Fabien Möcker;None;None;BVDK;19.09.2021;None;M;15~;90;52,5;115
Max Schmöle;None;HH;Germany-UA;09.10.2016;None;M;;90;80;150
Rebecca Wunsch;None;MV;UPC-Germany;05.10.2019;None;W;;105;55;115
Klaus Feldmann;None;BB;BVDK;03.09.2011;None;M;74~;105;100;155
Avan Wahab;None;None;Germany-UA;21.12.2013;None;W;26;75;30;100
Georg Winter;None;None;WUAP;05.10.2016;Deutschland;M;16~;150;80;140
Alexander Jessen;None;NRW;Germany-UA;04.10.2019;None;M;20;152,5;42,5;152,5
Bettina Graupner;None;None;GDFPF;16.10.2021;None;W;61;55;30;95
Marvin Skopp;None;BB;BVDK;19.09.2014;None;M;15;95;85;112,5
Tarik Mehmedowic;None;None;UPC-Germany;27.03.2015;None;M;;80;70;145
Walter Matthews;None;BW;BVDK;29.04.2017;Deutschland;M;65~;55;95;145
Jaqueline Philipp;None;NI;BVDK;01.06.2019;None;W;19~;60;40;105
Julian Romich;None;NRW;BVDK;14.05.2011;None;M;;115;72,5;100
Alina Dietzsch;None;BY;BVDK;12.05.2018;Deutschland;W;19~;70;35;82,5
Chrsitian Köhler;None;ST;BVDK;01.02.2020;None;M;28;215;135;
Marco Bonhage;None;ST;BVDK;10.10.2015;None;M;16~;115;90;135
Erik Gentsel;None;NI;BVDK;22.08.2015;None;M;;95;100;150
Thorben Jeske;None;ST;BVDK;02.11.2019;None;M;13~;90;62,5;102,5
Jasmin Sebralla;None;None;GPU;01.01.2018;None;W;20;70;35;90
Niclas Schley;None;BB;BVDK;16.09.2016;Deutschland;M;14~;110;95;130
Johannes Rother;None;None;PAGermany;28.04.2017;Deutschland;M;28;105;80;140
Max Ammon;None;BY;BVDK;23.10.2021;None;M;;105;80;120
Malte Siefarth;None;TH;BVDK;08.09.2018;None;M;16;82,5;70;125
Katja Vorpahl;None;None;BVDK;30.04.2021;None;W;31~;80;50;110
Dana Schulte;None;None;WPF;31.10.2019;Deutschland;M;18;123,5;75;141
Willi Hubrich;None;BB;BVDK;03.09.2011;None;M;16~;112,5;67,5;120
Celine Alperstedt;None;None;BVDK;12.10.2017;Deutschland;W;16~;65;30;100
Andreas Stelter;None;HE;BVDK;15.08.2020;Deutschland;M;73;100;85;160
Louis Krämer;None;BW;BVDK;09.09.2018;None;M;19;90;90;135
Senol Göcer;None;NRW;BVDK;26.09.2020;None;M;16~;150;90;150
Tom Nähring;None;None;BVDK;12.10.2017;Deutschland;M;14;80;47,5;110
André Schnorr;None;BB;BVDK;16.09.2016;Deutschland;M;16;100;87,5;180
Heike Groß;None;NI;BVDK;28.04.2018;Deutschland;W;48;80;45;110
Thibaut Langenberger;None;None;BVDK;29.09.2021;None;M;21~;80;50;105
Katharina Saftig;None;HE;BVDK;10.06.2017;None;W;30;65;45;85
Daniela Bräutigam;None;None;UPC-Germany;31.03.2016;None;W;;100;65;107,5
Vinzenz Hagendorf;None;TH;BVDK;24.02.2018;None;M;15;95;77,5;140
Johann Thannheimer;None;None;PAGermany;28.04.2017;Deutschland;M;18;125;75;125
Heide Hegner;None;BY;GDFPF;07.09.2019;Deutschland;W;62;55;60;92,5
Beate Normann-Escher;None;BB;BVDK;12.09.2015;Deutschland;W;55;55;40;90
Miriam Brede;None;AZ;RAW;28.03.2015;Deutschland;W;;67,5;50;92,5
Jens Barthel;None;None;WPF;02.11.2018;Deutschland;M;48;60;102,5;150
René Heidsiek;None;None;GRAWA;10.09.2011;None;M;;130;;200
Trixi Berg;None;None;UPC-Germany;01.03.2017;None;W;;70;65;100
Ulrich Mielich;None;None;GPC;12.06.2011;Deutschland;M;71~;90;65;120
Bettina Birkner;None;BY;GDFPF;07.09.2019;Deutschland;W;54;70;40;100
Eyleen Lühmann;None;NI;BVDK;16.11.2019;None;W;30;80;42,5;72,5
Melanie Hausdörfer;None;BB;BVDK;16.09.2016;Deutschland;W;21;75;40;92,5
Ekkehard Sauer;None;MV;BVDK;21.09.2018;Deutschland;M;78;100;70;140
Lea Künzl;None;HH;Germany-UA;01.09.2017;None;W;;70;55;107,5
Karl Kirsch;None;TH;BVDK;11.05.2019;None;M;15~;105;97,5;170
Gregor Görtz;None;None;WUAP-Germany;04.09.2021;None;M;42~;105;92,5;130
Lisa Linser;None;None;GPU;31.07.2021;Deutschland;W;;82,5;45;100
Antonia Karin Carl;None;TH;BVDK;08.09.2018;None;W;18~;65;55;95
Madita Koch;None;NI;BVDK;22.08.2015;Deutschland;W;28;75;50;105
Claudia Rieger;None;None;IRP;23.11.2014;Deutschland;W;;;;212,5
Naritsara Ontama;None;HE;BVDK;17.08.2019;None;W;19;60;30;57,5
Karl-Heinz Rothe;None;None;BVDK;29.08.2021;None;M;68~;100;80;120
Jannis Heller;None;BB;BVDK;15.06.2019;None;M;13~;85;67,5;102,5
Nicole Kling;None;BY;GDFPF;07.09.2019;Deutschland;W;44;55;35;82,5
Thomas Tilgner;None;SN;BVDK;24.11.2018;None;M;44~;160;105;70
Amely Mendyka;None;TH;BVDK;22.04.2017;None;W;16~;70;40;120
Jakob Röhrle;None;BW;BVDK;09.09.2018;None;M;17;90;90;140
Toni Maciuszczyk;None;TH;BVDK;23.04.2016;None;M;25;120;100;120
Martin Fucke;None;ST;BVDK;17.10.2020;None;M;18~;95;55;110
Jonas-René Floß;None;None;BVDK;12.10.2017;None;M;14;120;72,5;130
Rebekka Roch;None;NRW;BVDK;06.05.2017;Deutschland;W;;55;40;82,5
Alexander Gunkel;None;TH;BVDK;03.05.2014;None;M;17;110;90;140
Michael Schapperth;None;None;GDFPF;21.10.2017;Deutschland;M;49;95;77,5;145
Patrizia Giuliani;None;BB;BVDK;12.09.2015;Deutschland;W;22;70;47,5;82,5
Timo Schröder;None;TH;BVDK;23.04.2016;None;M;20;145;100;50
Christian Wietmaier;None;MV;BVDK;29.09.2018;None;M;15~;90;70;130
Sirco Petermann;None;None;WPF;01.11.2013;Deutschland;M;36;65;200;100
F. Grotzinger;None;QC;WPFG;26.06.2005;Deutschland;M;;;135;200
Lena Wilkens;None;TH;BVDK;30.11.2019;None;W;15;50;27,5;72,5
Volker Kanz;None;None;BDFPF;17.05.2018;Deutschland;M;51;105;105;155
Liesbeth Beckert;None;BB;BVDK;04.05.2013;None;W;14~;70;42,5;105
Kim Voigt;None;BB;BVDK;15.09.2012;None;W;16~;60;35;75
Angela Michels;None;NRW;BVDK;24.08.2019;Deutschland;W;53;57,5;52,5;95
Dieter Schlagk;None;BB;BVDK;15.06.2019;None;M;76;97,5;70;170
Lars Scheidler;None;BB;BVDK;16.09.2016;Deutschland;M;48~;125;65;140
Lukas Schneider;None;None;Germany-UA;15.12.2012;None;M;15;80;55;100
Christian Schwarzmann;None;BY;BVDK;23.12.2017;None;M;;100;72,5;142,5
Lolita Maurer;None;None;GRAWA;24.09.2011;Deutschland;W;52;;82,5;105
Heinz-Joachim Probst;None;MV;UPC-Germany;10.03.2019;Deutschland;M;72;111;80;136
Kaspar Maria Dedy;None;HE;Germany-UA;17.12.2016;None;M;20;;115;215
Samantha Howerton;None;BY;GDFPF;13.10.2018;None;W;37;60;50;95
Hans Kerzdörfer;None;BY;GDFPF;07.09.2019;Deutschland;M;63;105;60;120
Helmut Gedig;None;None;Germany-UA;01.12.2008;Deutschland;M;58;110;70;145
Michael Bründl;None;BY;GRAWA;01.11.2014;Deutschland;M;;;;320
Marcel Schuster;None;NRW;BVDK;14.05.2011;None;M;;100;80;115
Paun Rankovic;None;None;WUAP;15.10.2018;Deutschland;M;77;95;70;130
Justus Doberschütz;None;BB;BVDK;11.06.2016;None;M;14~;85;90;140
Anna Lea Schröder;None;MV;BVDK;21.09.2019;None;W;15~;60;30;90
Christian Steibl;None;None;GRAWA;18.08.2012;None;M;;;;330
Julian Meißner;None;TH;BVDK;30.11.2019;None;M;18;117,5;65;140
Joe Mohun;None;NRW;Germany-UA;04.10.2019;None;M;;110;80;175
Ulrike Ertl;None;None;GPU;02.05.2022;Deutschland;W;63;;;205
Marek Piasecki;None;None;GRAWA;18.08.2012;Deutschland;M;28;;;350
Ali Alkan;None;BW;BVDK;29.04.2017;Deutschland;M;67;70;70;110
Eick Lewin;None;MOW;WRPF;04.10.2018;Deutschland;M;20;;;305
Nicole Geißler;None;None;IRP;23.11.2014;Deutschland;W;36;;;210
Ricardo Santo;None;BW;BVDK;09.09.2018;None;M;24~;100;100;125
Bernd Willer;None;None;GPU;01.02.2020;Deutschland;M;69;90;45;150
Karolin Senftleben;None;None;GDFPF;12.06.2011;Deutschland;M;23;75;45;90
Reinhardt Melzig;None;None;GRAWA;02.05.2009;None;M;;;;320
Philip Braun;None;BW;BVDK;09.09.2018;None;M;26;125;90;142,5
Janina Schumann;None;HE;Germany-UA;15.12.2018;None;W;21;80;42,5;102,5
Bärbel Pfeifer;None;NRW;BVDK;06.05.2017;Deutschland;W;42;70;57,5;115
Steffen Hayn;None;None;GRAWA;28.10.2007;Deutschland;M;30~;;;345
Gerhard Baumeister;None;BW;BVDK;09.09.2018;Deutschland;M;66;60;100;130
Lukas Weidich;None;TH;BVDK;11.05.2019;None;M;17;105;65;135
Marcel Hartig;None;None;GRAWA;02.05.2009;None;M;;;;340
Tim Kirchhoff;None;None;GPU;03.05.2014;None;M;16;80;82,5;125
F. Wunderlich;None;QC;WPFG;26.06.2005;Deutschland;M;;;90;140
Markus Baumann;None;None;Germany-UA;15.12.2012;None;M;24~;115;75;150
Danilo Matschos;None;BY;BVDK;20.10.2018;Deutschland;M;13~;100;80;150
Eric Völkel;None;BB;BVDK;03.09.2011;None;M;14~;100;65;130
Sabrina Pauli;None;None;WUAP;05.10.2016;Deutschland;W;;50;45;85
Nando Stoll;None;None;GRAWA;02.05.2009;Deutschland;M;22;;;305
Felix Natzchka;None;None;PAGermany;01.05.2015;None;M;25;;;325
Merve Demirli;None;None;GPU;09.02.2019;None;M;22;120;45;120
Desiree Schöpf;None;BY;BVDK;25.06.2022;None;W;18~;;;175
Alex Loszkorih;None;TH;BVDK;30.11.2019;None;M;17;110;80;140
Savran Ötzkan;None;None;GRAWA;28.05.2011;None;M;;;;310
Miriam Mathes-schwarz;None;BW;BVDK;18.12.2021;None;W;15~;55;35;70
Jan Lobe;None;NRW;BVDK;14.05.2011;None;M;;72,5;55;110
Martin Garhammer;None;None;GRAWA;18.08.2012;None;M;30;;;305
Yulian Ismail;None;BB;BVDK;15.06.2019;None;M;14~;60;40;85
Max Litzrodt;None;TH;BVDK;30.11.2019;None;M;15;107,5;85;110
Niklas Peper;None;None;GPU;02.05.2022;Deutschland;M;22;;;300
Mario Jaedtke;None;None;IRP;17.11.2012;Deutschland;M;46;;;320
Hans Malchau;None;None;IPL;18.10.2019;Deutschland;M;68;80;50;130
Markus Bräuer;None;None;IRP;17.11.2012;Deutschland;M;28~;;;290
Madita Kessler;None;BY;GDFPF;13.10.2018;None;W;18;65;37,5;85
Tommy Berges;None;TH;BVDK;11.05.2019;None;M;16~;100;60;112,5
Michael Bauer;None;None;GDFPF;26.03.2016;None;M;32;;;307,5
Maik Lehmann;None;None;GRAWA;28.10.2007;Deutschland;M;26~;;;290
